,sltw,slth,sltv,sltfp,v
534,250.0,250.0,6.0,5.0,6.00271039674075
535,120.0,600.0,6.0,180.0,6.077115644032733
536,120.0,600.0,6.0,180.0,6.0227269141722335
537,250.0,250.0,6.0,5.0,6.009078746905954
538,200.0,200.0,3.0,0.0,6.1659375474126605
539,336.0,280.0,6.0,5.0,6.015391081359722
540,950.0,90.0,1.0,0.0,6.024301369455768
541,160.0,600.0,6.0,5.0,6.179327171731917
542,950.0,90.0,6.0,0.0,6.050333607143134
543,620.0,60.0,2.0,0.0,6.1658812198904
544,160.0,600.0,1.0,5.0,6.0034290787673665
545,250.0,250.0,6.0,5.0,6.0663617141465975
546,300.0,250.0,6.0,4.0,6.0802065222259944
547,950.0,90.0,2.0,0.0,6.09663254689068
548,300.0,250.0,6.0,5.0,6.197848421721702
549,250.0,250.0,6.0,63.0,6.050205956616829
550,728.0,90.0,6.0,5.0,6.183843794115301
551,728.0,90.0,6.0,5.0,6.16843815279963
552,728.0,90.0,6.0,67.0,6.079254357376617
553,300.0,100.0,2.0,0.0,6.049220341928607
554,300.0,250.0,1.0,5.0,6.145294953505347
555,300.0,250.0,1.0,0.0,6.1052373456389635
556,336.0,280.0,6.0,100.0,6.061016788088042
557,300.0,250.0,6.0,5.0,6.084544625246843
558,250.0,250.0,6.0,5.0,6.050947946744625
559,200.0,200.0,3.0,0.0,6.004041099130991
560,300.0,250.0,6.0,5.0,6.0499613940488075
561,728.0,90.0,6.0,5.0,6.12249185641558
562,250.0,250.0,6.0,5.0,6.192364020120671
563,250.0,250.0,1.0,0.0,6.139792547800735
564,200.0,200.0,6.0,4.0,6.134040954255599
565,620.0,60.0,3.0,0.0,6.03960851233283
566,950.0,90.0,1.0,0.0,6.023699755699905
567,160.0,600.0,6.0,5.0,6.179431555105706
568,120.0,240.0,1.0,5.0,6.102652832264519
569,250.0,250.0,6.0,5.0,6.116017367347916
570,300.0,250.0,6.0,0.0,6.157231705887207
571,250.0,250.0,6.0,5.0,6.111269988357379
572,250.0,250.0,3.0,0.0,6.05641981002509
573,200.0,200.0,6.0,4.0,6.073356827980676
574,728.0,90.0,1.0,0.0,6.052035296061825
575,120.0,600.0,6.0,5.0,6.130502441494458
576,300.0,250.0,6.0,5.0,6.186339017527884
577,728.0,90.0,6.0,221.0,6.106802677602472
578,336.0,280.0,6.0,5.0,6.150376842744219
579,300.0,250.0,6.0,5.0,6.098290735801564
580,250.0,250.0,1.0,0.0,6.073375701512121
581,300.0,250.0,1.0,0.0,6.074724770011716
582,250.0,250.0,6.0,5.0,6.164665850085255
583,950.0,90.0,1.0,0.0,6.18208250178622
584,728.0,90.0,6.0,5.0,6.141904839204014
585,620.0,60.0,2.0,0.0,6.026399592456277
586,200.0,200.0,3.0,0.0,6.0663145604091895
587,300.0,250.0,6.0,75.0,6.087522625348867
588,300.0,250.0,1.0,5.0,6.0074337220371214
589,300.0,250.0,6.0,0.0,6.0609104204800515
590,200.0,200.0,3.0,0.0,6.059842347135823
591,120.0,600.0,6.0,180.0,6.1599335429374245
592,300.0,250.0,6.0,148.0,6.11191466945605
593,728.0,90.0,6.0,5.0,6.02251795636361
594,200.0,200.0,6.0,4.0,6.151860521851189
595,950.0,90.0,2.0,0.0,6.035047494374132
596,160.0,600.0,6.0,5.0,6.033158372155761
597,300.0,250.0,5.0,0.0,6.037353300213004
598,728.0,90.0,6.0,52.0,6.001571625688452
599,300.0,250.0,6.0,148.0,6.140866087034165
600,200.0,200.0,2.0,0.0,6.109770002689784
601,336.0,280.0,2.0,0.0,6.199131136346258
602,250.0,250.0,6.0,5.0,6.057016443460156
603,300.0,250.0,2.0,0.0,6.154185193935883
604,200.0,200.0,6.0,5.0,6.189317700569726
605,620.0,60.0,1.0,0.0,6.181285784549276
606,200.0,200.0,6.0,5.0,6.053016397044382
607,300.0,250.0,1.0,5.0,6.024312012585633
608,250.0,250.0,6.0,5.0,6.0454682562755195
609,300.0,250.0,6.0,4.0,6.084033223954897
610,250.0,250.0,6.0,5.0,6.126949243943802
611,250.0,250.0,6.0,63.0,6.00741066404994
612,250.0,250.0,1.0,5.0,6.102084240897709
613,120.0,600.0,6.0,180.0,6.017586250995568
614,200.0,200.0,1.0,5.0,6.18334191944513
615,300.0,250.0,6.0,0.0,6.042099790782058
616,300.0,250.0,4.0,0.0,6.137495802067241
617,336.0,280.0,6.0,5.0,6.01390693508925
618,620.0,60.0,2.0,0.0,6.053782662404869
619,336.0,280.0,6.0,5.0,6.176650811243936
620,250.0,250.0,3.0,0.0,6.195978494429439
621,200.0,200.0,2.0,0.0,6.1053838799468965
622,300.0,250.0,1.0,5.0,6.160625272389625
623,620.0,60.0,2.0,0.0,6.185555036557223
624,200.0,200.0,3.0,0.0,6.169647586356572
625,120.0,240.0,6.0,5.0,6.1367579803235826
626,300.0,250.0,6.0,4.0,6.0721847464734875
627,728.0,90.0,6.0,4.0,6.004061638962337
628,300.0,250.0,6.0,0.0,6.159523460284209
629,250.0,250.0,6.0,63.0,6.02754367387839
630,728.0,90.0,1.0,0.0,6.1894917999994306
631,620.0,60.0,1.0,0.0,6.062317254060055
632,620.0,60.0,3.0,0.0,6.062789266881571
633,200.0,200.0,6.0,0.0,6.123941180168172
634,300.0,250.0,3.0,0.0,6.016534038806026
635,336.0,280.0,6.0,100.0,6.167714327819869
636,200.0,200.0,6.0,4.0,6.0561898646837165
637,200.0,200.0,6.0,5.0,6.101074356509223
638,120.0,600.0,6.0,180.0,6.16582934225798
639,250.0,250.0,6.0,5.0,6.114143999057878
640,250.0,250.0,6.0,5.0,6.045817425219936
641,728.0,90.0,6.0,5.0,6.136784436077102
642,300.0,250.0,6.0,62.0,6.158385393503057
643,728.0,90.0,1.0,5.0,6.004477900910772
644,336.0,280.0,6.0,5.0,6.064794666015618
645,300.0,250.0,6.0,5.0,6.140806109737261
646,120.0,600.0,6.0,180.0,6.010009627024318
647,620.0,60.0,3.0,0.0,6.1158010840737695
648,200.0,200.0,6.0,4.0,6.103099622542587
649,300.0,250.0,6.0,0.0,6.141570815143245
650,336.0,280.0,2.0,0.0,6.112269107921804
651,950.0,90.0,1.0,0.0,6.07469657213671
652,300.0,250.0,6.0,4.0,6.131215245940363
653,336.0,280.0,6.0,180.0,6.132971426452575
654,620.0,60.0,1.0,0.0,6.030570099606147
655,336.0,280.0,3.0,0.0,6.1311014786745135
656,300.0,250.0,6.0,5.0,6.156354922330613
657,250.0,250.0,1.0,0.0,6.047547772141221
658,120.0,600.0,6.0,180.0,6.093474031405013
659,120.0,600.0,6.0,180.0,6.1534539249067235
660,300.0,250.0,6.0,5.0,6.109113915953346
661,950.0,90.0,1.0,0.0,6.050980780611704
662,250.0,250.0,6.0,63.0,6.145537380940316
663,250.0,250.0,6.0,63.0,6.014417287699606
664,250.0,250.0,1.0,0.0,6.127507635151038
665,300.0,250.0,6.0,5.0,6.009654215956796
666,120.0,600.0,6.0,180.0,6.161810712527486
667,200.0,200.0,1.0,31.0,6.061597329467549
668,200.0,200.0,6.0,30.0,6.196961336388647
669,250.0,250.0,6.0,5.0,6.101894417836215
670,250.0,250.0,6.0,5.0,6.196018318164574
671,300.0,250.0,1.0,5.0,6.139337284328118
672,300.0,250.0,6.0,5.0,6.163361558401
673,120.0,600.0,6.0,180.0,6.021266462964987
674,300.0,250.0,6.0,150.0,6.197950549448792
675,120.0,240.0,6.0,5.0,6.093292127227431
676,336.0,280.0,6.0,8.0,6.013566116224971
677,728.0,90.0,6.0,5.0,6.178374928825717
678,200.0,200.0,2.0,0.0,6.179610673601637
679,120.0,240.0,6.0,5.0,6.127038827234142
680,728.0,90.0,6.0,5.0,6.108738651283755
681,120.0,600.0,6.0,180.0,6.101201947445632
682,120.0,600.0,6.0,5.0,6.020990909343075
683,620.0,60.0,2.0,0.0,6.1718063626980655
684,728.0,90.0,6.0,4.0,6.149711805275154
685,728.0,90.0,6.0,4.0,6.116214818791437
686,620.0,60.0,2.0,0.0,6.0761198702148125
687,728.0,90.0,6.0,5.0,6.18381004537621
688,728.0,90.0,6.0,221.0,6.106789458929148
689,728.0,90.0,1.0,5.0,6.175922433553998
690,250.0,250.0,1.0,0.0,6.145267255511539
691,120.0,600.0,6.0,180.0,6.130042782295314
692,728.0,90.0,6.0,5.0,6.063731293942057
693,300.0,250.0,6.0,5.0,6.039991191751754
694,300.0,250.0,1.0,5.0,6.055725501443577
695,120.0,600.0,6.0,180.0,6.114436307579753
696,336.0,280.0,2.0,0.0,6.197133930775333
697,200.0,200.0,6.0,4.0,6.063876704857617
698,250.0,250.0,2.0,0.0,6.093148023418953
699,950.0,90.0,6.0,0.0,6.054157308420021
700,200.0,200.0,6.0,0.0,6.108192441582298
701,250.0,250.0,6.0,5.0,6.1035072146712634
702,120.0,600.0,6.0,180.0,6.185046808403671
703,250.0,250.0,6.0,5.0,6.1972442640889405
704,200.0,200.0,2.0,0.0,6.120790730885867
705,336.0,280.0,6.0,5.0,6.116682051318626
706,250.0,250.0,6.0,5.0,6.144947782538328
707,120.0,600.0,6.0,180.0,6.069022054769757
708,250.0,250.0,3.0,0.0,6.045958032917343
709,300.0,250.0,6.0,5.0,6.114237126485501
710,728.0,90.0,6.0,5.0,6.060946070366884
711,300.0,250.0,4.0,0.0,6.053103514681155
712,120.0,600.0,6.0,180.0,6.039836000399689
713,300.0,250.0,4.0,0.0,6.052112167982217
714,620.0,60.0,1.0,0.0,6.131244820333451
715,620.0,60.0,3.0,0.0,6.0032052796546616
716,728.0,90.0,1.0,0.0,6.0055280353492595
717,300.0,250.0,6.0,0.0,6.125072367115663
718,200.0,200.0,6.0,30.0,6.029062958689687
719,728.0,90.0,6.0,221.0,6.117697532979256
720,250.0,250.0,6.0,5.0,6.02038609982273
721,950.0,90.0,3.0,0.0,6.1486471897365975
722,620.0,60.0,2.0,0.0,6.038693148732471
723,250.0,250.0,6.0,5.0,6.100129532102475
724,200.0,200.0,2.0,0.0,6.050858294217347
725,200.0,200.0,6.0,13.0,6.173175554524428
726,300.0,250.0,6.0,4.0,6.099156215355887
727,200.0,200.0,6.0,0.0,6.188491775018055
728,620.0,60.0,3.0,0.0,6.073058218658495
729,620.0,60.0,3.0,0.0,6.182531551924774
730,728.0,90.0,6.0,52.0,6.0285272889024295
731,250.0,250.0,3.0,0.0,6.167476461785335
732,300.0,100.0,2.0,0.0,6.006077547408247
733,120.0,600.0,6.0,180.0,6.1339623146351405
734,300.0,250.0,6.0,0.0,6.149355492672635
735,728.0,90.0,1.0,5.0,6.078886443141163
736,336.0,280.0,2.0,0.0,6.104590887330016
737,120.0,600.0,6.0,180.0,6.1433694439726265
738,250.0,250.0,3.0,0.0,6.1902876425445506
739,160.0,600.0,6.0,148.0,6.063323862105213
740,250.0,250.0,6.0,63.0,6.069287350901634
741,250.0,250.0,6.0,5.0,6.11906581122965
742,120.0,240.0,1.0,30.0,6.059276977070839
743,300.0,250.0,3.0,0.0,6.173463317581561
744,728.0,90.0,6.0,4.0,6.082593853197917
745,200.0,200.0,6.0,4.0,6.121155112698812
746,336.0,280.0,6.0,5.0,6.057754652441828
747,300.0,250.0,1.0,5.0,6.117281420040771
748,620.0,60.0,2.0,0.0,6.157032135022664
749,200.0,200.0,6.0,13.0,6.05209730223768
750,300.0,250.0,1.0,5.0,6.180711959558983
751,120.0,600.0,6.0,180.0,6.117664986807248
752,120.0,240.0,6.0,5.0,6.181240027480986
753,620.0,60.0,1.0,0.0,6.096889154884235
754,336.0,280.0,1.0,125.0,6.155839248712516
755,200.0,200.0,6.0,5.0,6.041989975116661
756,620.0,60.0,2.0,0.0,6.141031699251158
757,160.0,600.0,6.0,221.0,6.01850356113614
758,300.0,250.0,6.0,5.0,6.096357116202876
759,250.0,250.0,1.0,5.0,6.095256337746083
760,336.0,280.0,2.0,0.0,6.185731419233093
761,300.0,250.0,6.0,135.0,6.092870144633888
762,120.0,600.0,6.0,180.0,6.165968865519897
763,200.0,200.0,6.0,4.0,6.026371711479171
764,250.0,250.0,3.0,0.0,6.0144461893318795
765,336.0,280.0,6.0,0.0,6.130401999996327
766,300.0,250.0,6.0,5.0,6.055545023659041
767,336.0,280.0,6.0,5.0,6.044108292961426
768,620.0,60.0,3.0,0.0,6.076849324169696
769,200.0,200.0,6.0,5.0,6.176809123049788
770,234.0,60.0,6.0,5.0,6.0184205737128496
771,120.0,600.0,6.0,180.0,6.06823166413159
772,728.0,90.0,6.0,52.0,6.032300611746467
773,120.0,600.0,6.0,180.0,6.184934905543486
774,300.0,250.0,6.0,0.0,6.04959163068961
775,300.0,250.0,6.0,148.0,6.069578015846675
776,728.0,90.0,1.0,0.0,6.107482106249284
777,120.0,600.0,6.0,180.0,6.084572722379273
778,300.0,250.0,1.0,5.0,6.066288861197787
779,728.0,90.0,6.0,5.0,6.071679885391079
780,620.0,60.0,2.0,0.0,6.193581938631502
781,300.0,250.0,6.0,5.0,6.043255748566978
782,728.0,90.0,6.0,133.0,6.117933482578651
783,950.0,90.0,1.0,0.0,6.011579265742588
784,300.0,250.0,6.0,4.0,6.169578546987079
785,250.0,250.0,6.0,5.0,6.074094242010701
786,620.0,60.0,1.0,0.0,6.140144760700702
787,300.0,250.0,5.0,0.0,6.067635836465495
788,728.0,90.0,6.0,52.0,6.1919014433921165
789,728.0,90.0,6.0,177.0,6.026201217399052
790,300.0,250.0,6.0,4.0,6.105891244290805
791,300.0,250.0,6.0,0.0,6.080745087324237
792,200.0,200.0,6.0,13.0,6.186138445923162
793,728.0,90.0,1.0,5.0,6.061253472382279
794,200.0,200.0,6.0,4.0,6.148085287455921
795,120.0,600.0,6.0,180.0,6.103311852272489
796,180.0,150.0,1.0,5.0,6.102650515886119
797,200.0,200.0,3.0,0.0,6.0490150772236335
798,336.0,280.0,1.0,0.0,6.109267746100923
799,300.0,250.0,6.0,5.0,6.11717904905975
800,300.0,250.0,1.0,0.0,6.198483753545221
801,200.0,200.0,2.0,0.0,6.056787723809599
802,200.0,200.0,6.0,5.0,6.002951069224341
803,200.0,200.0,6.0,13.0,6.12463178165734
804,200.0,200.0,6.0,5.0,6.028901583940822
805,300.0,250.0,3.0,0.0,6.185528576431566
806,200.0,200.0,1.0,4.0,6.033866818903773
807,200.0,200.0,1.0,31.0,6.03926452085407
808,728.0,90.0,6.0,118.0,6.13233717134188
809,336.0,280.0,2.0,0.0,6.04197971963325
810,728.0,90.0,6.0,221.0,6.1220761512654365
811,300.0,250.0,6.0,67.0,6.190273306960278
812,728.0,90.0,6.0,221.0,6.120062061445041
813,120.0,600.0,6.0,180.0,6.071043057856443
814,300.0,250.0,6.0,5.0,6.178190624115088
815,336.0,280.0,6.0,23.0,6.039081124212485
816,728.0,90.0,6.0,5.0,6.032103024310187
817,300.0,250.0,6.0,4.0,6.071083195359351
818,120.0,600.0,6.0,180.0,6.007861016187304
819,620.0,60.0,2.0,0.0,6.038212763028411
820,300.0,250.0,6.0,4.0,6.121048803982578
821,160.0,600.0,6.0,5.0,6.001456633792313
822,200.0,200.0,6.0,30.0,6.156426007024144
823,336.0,280.0,6.0,5.0,6.018207751089515
824,300.0,250.0,1.0,0.0,6.095763282829947
825,728.0,90.0,6.0,4.0,6.15595249706645
826,728.0,90.0,6.0,148.0,6.050927659591994
827,336.0,280.0,6.0,90.0,6.013812000638943
828,300.0,250.0,1.0,5.0,6.164711053554707
829,300.0,250.0,1.0,5.0,6.083675787793045
830,728.0,90.0,6.0,4.0,6.018280280209136
831,120.0,600.0,6.0,180.0,6.030720673255338
832,234.0,60.0,6.0,5.0,6.0541366551092
833,950.0,90.0,1.0,0.0,6.035532845224915
834,336.0,280.0,6.0,5.0,6.163212127142667
835,160.0,600.0,6.0,5.0,6.07011110147174
836,250.0,250.0,6.0,63.0,6.081998429102525
837,200.0,200.0,6.0,0.0,6.134061197864587
838,728.0,90.0,6.0,4.0,6.031058648425922
839,300.0,250.0,6.0,103.0,6.187590020518033
840,250.0,250.0,6.0,5.0,6.029988228919893
841,200.0,200.0,6.0,0.0,6.085515954994238
842,620.0,60.0,2.0,0.0,6.129657076943596
843,336.0,280.0,2.0,0.0,6.008725686357245
844,300.0,250.0,6.0,0.0,6.158961837936931
845,300.0,250.0,6.0,5.0,6.108143862591894
846,300.0,250.0,6.0,4.0,6.073122812082791
847,200.0,200.0,3.0,0.0,6.029444593552145
848,200.0,200.0,2.0,0.0,6.018189398669814
849,250.0,250.0,3.0,0.0,6.052609678074695
850,728.0,90.0,6.0,5.0,6.1063487509217795
851,200.0,200.0,3.0,0.0,6.134218192847763
852,620.0,60.0,1.0,0.0,6.043640339345269
853,300.0,250.0,6.0,67.0,6.081939919134649
854,250.0,250.0,6.0,63.0,6.083027485124272
855,620.0,60.0,2.0,0.0,6.011025773767081
856,250.0,250.0,3.0,0.0,6.116562938793061
857,728.0,90.0,6.0,4.0,6.016043007874114
858,300.0,100.0,2.0,0.0,6.127860576338642
859,300.0,250.0,5.0,0.0,6.165605997518232
860,200.0,200.0,3.0,0.0,6.192747170576526
861,250.0,250.0,6.0,5.0,6.187901666892043
862,120.0,600.0,6.0,180.0,6.081887987165918
863,200.0,200.0,2.0,0.0,6.054900071643512
864,200.0,200.0,6.0,5.0,6.144000846381831
865,300.0,250.0,6.0,148.0,6.125128602711605
866,250.0,250.0,6.0,5.0,6.08152842618925
867,300.0,250.0,6.0,0.0,6.02440798276003
868,640.0,90.0,5.0,0.0,6.007920318443528
869,300.0,250.0,6.0,5.0,6.019903476806352
870,120.0,600.0,6.0,180.0,6.135877905409758
871,200.0,200.0,6.0,16.0,6.159074920355634
872,336.0,280.0,6.0,5.0,6.127113491821511
873,300.0,100.0,2.0,0.0,6.015659080775713
874,250.0,250.0,6.0,4.0,6.058188476352515
875,300.0,250.0,1.0,5.0,6.04353338056556
876,200.0,200.0,6.0,4.0,6.034946475578598
877,336.0,280.0,6.0,180.0,6.102192777793541
878,200.0,200.0,2.0,0.0,6.144074431098552
879,336.0,280.0,6.0,5.0,6.130063562821883
880,728.0,90.0,1.0,5.0,6.16618012097499
881,200.0,200.0,6.0,4.0,6.029383545419554
882,336.0,280.0,6.0,100.0,6.118461845823451
883,250.0,250.0,3.0,0.0,6.117482552903254
884,300.0,250.0,2.0,0.0,6.194143412511719
885,300.0,250.0,1.0,0.0,6.190198712497962
886,160.0,600.0,6.0,5.0,6.039630874727823
887,250.0,250.0,1.0,0.0,6.02765777286535
888,200.0,200.0,3.0,0.0,6.172261832410121
889,620.0,60.0,1.0,0.0,6.104723635670857
890,200.0,200.0,6.0,13.0,6.12575182258317
891,620.0,60.0,2.0,0.0,6.063909798300505
892,300.0,250.0,6.0,148.0,6.041182447067267
893,300.0,250.0,6.0,0.0,6.086759276209417
894,250.0,250.0,6.0,5.0,6.026987733204683
895,250.0,250.0,6.0,5.0,6.01705551484987
896,336.0,280.0,6.0,5.0,6.166560416313804
897,300.0,250.0,1.0,5.0,6.1870684466762995
898,950.0,90.0,1.0,0.0,6.091172043786648
899,300.0,250.0,6.0,5.0,6.117598751599918
900,336.0,280.0,2.0,0.0,6.099165809633895
901,200.0,200.0,6.0,4.0,6.193413161015746
902,200.0,200.0,6.0,5.0,6.08465203099619
903,120.0,600.0,6.0,180.0,6.056631576468783
904,728.0,90.0,6.0,4.0,6.001221333596108
905,200.0,200.0,6.0,5.0,6.190459512179873
906,728.0,90.0,6.0,38.0,6.0920134354900055
907,300.0,250.0,1.0,5.0,6.013044050524635
908,728.0,90.0,1.0,5.0,6.027396799575221
909,300.0,250.0,5.0,0.0,6.14786264991368
910,120.0,600.0,6.0,180.0,6.033887430508829
911,120.0,600.0,6.0,180.0,6.099268281437328
912,728.0,90.0,6.0,5.0,6.069975807026769
913,728.0,90.0,6.0,5.0,6.0948262935000015
914,300.0,250.0,1.0,0.0,6.184630011014717
915,120.0,600.0,6.0,180.0,6.049920910741249
916,300.0,250.0,1.0,0.0,6.139798403119325
917,250.0,250.0,1.0,0.0,6.148402697233643
918,250.0,250.0,1.0,0.0,6.082272931712766
919,728.0,90.0,6.0,52.0,6.188926051545571
920,336.0,280.0,6.0,100.0,6.159774617952037
921,200.0,200.0,6.0,5.0,6.0416163634165105
922,336.0,280.0,6.0,100.0,6.043884469855979
923,620.0,60.0,1.0,0.0,6.095421235945656
924,120.0,600.0,6.0,180.0,6.00488538889222
925,200.0,200.0,6.0,4.0,6.06181717185116
926,336.0,280.0,6.0,5.0,6.180223069507001
927,234.0,60.0,6.0,5.0,6.056693692882888
928,300.0,250.0,6.0,148.0,6.027319543374269
929,300.0,250.0,6.0,4.0,6.1845950971318455
930,250.0,250.0,6.0,63.0,6.01828352842885
931,120.0,600.0,6.0,180.0,6.059072353942035
932,120.0,600.0,6.0,180.0,6.0238616576489195
933,336.0,280.0,5.0,0.0,6.000045714710265
934,300.0,250.0,1.0,5.0,6.0993584094152995
935,200.0,200.0,6.0,4.0,6.054291185539455
936,200.0,200.0,6.0,0.0,6.0940529408252
937,250.0,250.0,3.0,0.0,6.0965613867758846
938,300.0,250.0,6.0,5.0,6.1236301493552014
939,300.0,250.0,6.0,0.0,6.075426344792184
940,336.0,280.0,2.0,0.0,6.161546510464782
941,620.0,60.0,3.0,0.0,6.077513284225691
942,300.0,100.0,2.0,0.0,6.0449052203702
943,250.0,250.0,6.0,5.0,6.049600856604726
944,250.0,250.0,6.0,5.0,6.18143437152879
945,120.0,600.0,6.0,180.0,6.146953280711192
946,120.0,600.0,6.0,5.0,6.165051196942204
947,180.0,150.0,6.0,5.0,6.156678807277843
948,950.0,90.0,3.0,0.0,6.14139899407667
949,200.0,200.0,6.0,4.0,6.126012824408018
950,200.0,200.0,6.0,5.0,6.032610746302206
951,160.0,600.0,6.0,5.0,6.01865795468657
952,250.0,250.0,1.0,0.0,6.0449445383087586
953,200.0,200.0,6.0,4.0,6.044121060398695
954,300.0,250.0,1.0,5.0,6.1082738274444734
955,336.0,280.0,6.0,5.0,6.039590925879066
956,160.0,600.0,6.0,221.0,6.170136937032171
957,620.0,60.0,1.0,0.0,6.076549764265127
958,200.0,200.0,2.0,0.0,6.159211048249869
959,250.0,250.0,6.0,5.0,6.08521462019258
960,728.0,90.0,6.0,4.0,6.088396150413243
961,950.0,90.0,3.0,0.0,6.195913511443777
962,620.0,60.0,2.0,0.0,6.154904295957064
963,300.0,250.0,6.0,0.0,6.090611607604694
964,728.0,90.0,6.0,4.0,6.036845451442923
965,728.0,90.0,6.0,62.0,6.113313926959034
966,200.0,200.0,6.0,5.0,6.168978554386991
967,728.0,90.0,6.0,148.0,6.079115891947723
968,336.0,280.0,6.0,5.0,6.008059122678968
969,250.0,250.0,6.0,5.0,6.082183418167552
970,950.0,90.0,3.0,0.0,6.008062579256164
971,120.0,600.0,6.0,5.0,6.051478116436031
972,300.0,250.0,6.0,177.0,6.128170710638584
973,620.0,60.0,3.0,0.0,6.101816737955863
974,200.0,200.0,6.0,4.0,6.184934301271453
975,250.0,250.0,6.0,63.0,6.138160586590554
976,620.0,60.0,3.0,0.0,6.096254776456396
977,250.0,250.0,6.0,5.0,6.135369491836701
978,160.0,600.0,6.0,148.0,6.059676126442991
979,200.0,200.0,6.0,30.0,6.090188592401786
980,336.0,280.0,6.0,5.0,6.079331355398529
981,728.0,90.0,6.0,5.0,6.192639647986027
982,200.0,200.0,6.0,13.0,6.1995805314111925
983,120.0,600.0,6.0,180.0,6.069099843852989
984,200.0,200.0,1.0,5.0,6.120862011372259
985,300.0,250.0,1.0,5.0,6.057102051679593
986,300.0,250.0,6.0,77.0,6.098742626463039
987,120.0,600.0,6.0,180.0,6.1617374636333295
988,300.0,250.0,3.0,0.0,6.165697991098412
989,620.0,60.0,1.0,0.0,6.1323695981725
990,300.0,250.0,3.0,0.0,6.176396816064024
991,200.0,200.0,6.0,5.0,6.1927396728513715
992,200.0,200.0,6.0,5.0,6.132130366269905
993,620.0,60.0,1.0,0.0,6.192577400918422
994,250.0,250.0,6.0,4.0,6.173420924132724
995,300.0,250.0,6.0,5.0,6.091088152535352
996,336.0,280.0,6.0,90.0,6.00616134204265
997,250.0,250.0,6.0,5.0,6.13226828448593
998,250.0,250.0,6.0,5.0,6.033818929266819
999,728.0,90.0,6.0,5.0,6.1560158831381635
1000,620.0,60.0,1.0,0.0,6.125919920215754
1001,336.0,280.0,6.0,5.0,6.129704025024455
1002,250.0,250.0,1.0,0.0,6.1395128153510505
1003,200.0,200.0,6.0,13.0,6.169035559807677
1004,620.0,60.0,3.0,0.0,6.044552838317566
1005,950.0,90.0,1.0,0.0,6.167355566625716
1006,336.0,280.0,6.0,8.0,6.12597394850902
1007,250.0,250.0,6.0,63.0,6.154751642911071
1008,250.0,250.0,6.0,5.0,6.182104230452528
1009,950.0,90.0,3.0,0.0,6.0592482790314195
1010,728.0,90.0,6.0,50.0,6.143883506639645
1011,300.0,250.0,6.0,77.0,6.008599301791936
1012,300.0,250.0,2.0,0.0,6.150057241129413
1013,728.0,90.0,1.0,5.0,6.010847594587643
1014,728.0,90.0,6.0,5.0,6.137133785247669
1015,200.0,200.0,6.0,0.0,6.096749133584687
1016,300.0,250.0,1.0,5.0,6.122270006736549
1017,300.0,250.0,6.0,148.0,6.100258607682948
1018,200.0,200.0,6.0,8.0,6.180419194790962
1019,200.0,200.0,6.0,0.0,6.12973418560687
1020,200.0,200.0,6.0,4.0,6.1583124764039505
1021,160.0,600.0,6.0,5.0,6.16886505521814
1022,300.0,250.0,1.0,5.0,6.1905123211869695
1023,200.0,200.0,6.0,4.0,6.165527385800522
1024,728.0,90.0,6.0,5.0,6.035986805905835
1025,250.0,250.0,2.0,0.0,6.189939585668632
1026,250.0,250.0,1.0,0.0,6.00583297866033
1027,120.0,600.0,6.0,180.0,6.120623012893574
1028,728.0,90.0,6.0,5.0,6.02302247964486
1029,300.0,250.0,1.0,5.0,6.149053615248877
1030,200.0,200.0,6.0,4.0,6.123772827429398
1031,200.0,200.0,3.0,0.0,6.042774597942568
1032,120.0,600.0,6.0,5.0,6.0718828992835485
1033,200.0,200.0,3.0,0.0,6.175734603000403
1034,250.0,250.0,3.0,0.0,6.090582637470931
1035,300.0,250.0,6.0,177.0,6.110973141922832
1036,250.0,250.0,6.0,5.0,6.119974294994988
1037,300.0,250.0,6.0,5.0,6.01511301612614
1038,728.0,90.0,6.0,5.0,6.139829731594917
1039,300.0,250.0,1.0,0.0,6.035724126217702
1040,728.0,90.0,6.0,118.0,6.17797761234139
1041,250.0,250.0,6.0,5.0,6.0514871758788304
1042,620.0,60.0,1.0,0.0,6.044260146821991
1043,300.0,250.0,6.0,5.0,6.143186772006937
1044,728.0,90.0,6.0,5.0,6.1040846110777975
1045,728.0,90.0,6.0,52.0,6.0223423153565445
1046,728.0,90.0,1.0,5.0,6.185668031607145
1047,160.0,600.0,6.0,5.0,6.0385585631544725
1048,250.0,250.0,3.0,0.0,6.081645084540597
1049,336.0,280.0,6.0,5.0,6.113036449679872
1050,250.0,250.0,1.0,0.0,6.004147129447034
1051,200.0,200.0,6.0,5.0,6.046165581896602
1052,200.0,200.0,6.0,4.0,6.083635380348497
1053,250.0,250.0,6.0,4.0,6.125457459952076
1054,120.0,600.0,6.0,180.0,6.128683901517558
1055,250.0,250.0,6.0,75.0,6.092603342088793
1056,200.0,200.0,2.0,0.0,6.043230507307667
1057,160.0,600.0,6.0,221.0,6.098593963111281
1058,300.0,250.0,6.0,5.0,6.048960594300054
1059,640.0,90.0,5.0,0.0,6.184841021842166
1060,336.0,280.0,6.0,5.0,6.060934504604776
1061,950.0,90.0,2.0,0.0,6.099393672506643
1062,300.0,250.0,6.0,77.0,6.091038572852739
1063,300.0,250.0,6.0,0.0,6.017748376166759
1064,728.0,90.0,6.0,221.0,6.119731485735485
1065,728.0,90.0,6.0,5.0,6.173061326183229
